,Unnamed: 0,title,author,avg_rate,number_of_ratings,link,plot_summary,tags,reviews
572,595,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),Alexander McCall Smith,3.8,240602.0,/book/show/7061.The_No_1_Ladies_Detective_Agency,"Lord Copper, newspaper magnate and proprietor of the ""Daily Beast"", has always prided himself on his intuitive flair for spotting ace reporters. That is not to say he has not made the odd blunder, however, and may in a moment of weakness make another. Acting on a dinner-party tip from Mrs Algernon Smith, he feels convinced that he has hit on just the chap to cover a promising little war in the African Republic of Ishmaelia. One of Evelyn Waugh's most exuberant comedies, ""Scoop"" is a brilliantly irreverent satire of ""Fleet Street"" and its hectic pursuit of hot news.","['Mystery', 'Fiction', 'Cultural', 'Africa', 'Mystery', 'Crime', 'Thriller', 'Mystery Thriller', 'Southern Africa', 'Botswana', 'Mystery', 'Detective', 'Adult Fiction', 'Adult', 'Audiobook']",11701.0
573,596,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,Marcus Luttrell,4.31,81417.0,/book/show/711901.Lone_Survivor,"In 1982, Sister Helen Prejean became the spiritual advisor to Patrick Sonnier, the convicted killer of two teenagers who was sentenced to die in the electric chair of Louisiana’s Angola State Prison. In the months before Sonnier’s death, the Roman Catholic nun came to know a man who was as terrified as he had once been terrifying. She also came to know the families of the victims and the men whose job it was to execute—men who often harbored doubts about the rightness of what they were doing. Out of that dreadful intimacy comes a profoundly moving spiritual journey through our system of capital punishment. Here Sister Helen confronts both the plight of the condemned and the rage of the bereaved, the fears of a society shattered by violence and the Christian imperative of love. On its original publication in 1993, Dead Man Walking emerged as an unprecedented look at the human consequences of the death penalty. Now, some two decades later, this story—which has inspired a film, a stage play, an opera and a musical album—is more gut-wrenching than ever, stirring deep and life-changing reflection in all who encounter it.","['Nonfiction', 'War', 'Military Fiction', 'History', 'War', 'Biography', 'Autobiography', 'Memoir', 'Military', 'Military History', 'Biography', 'Autobiography', 'Audiobook', 'Biography Memoir']",6853.0
574,597,Scoop,Evelyn Waugh,3.84,17848.0,/book/show/30919.Scoop,"The beautiful, immature girl whom she took home to her husband was a maid only in name. Tomo's real mission had been to find him a mistress. Nor did her secret humiliation end there. The web that his insatiable lust spun about him soon trapped another young woman, and another ... and the relationships between the women thus caught were to form, over the years, a subtle, shifting pattern in which they all played a part. There was Suga, the innocent, introspective girl from a respectable but impoverished family; the outgoing, cheerful, almost boyish Yumi; the flirtatious, seductive Miya, who soon found her father-in-law more dependable as a man than his brutish son.... And at the center, rejected yet dominating them all, the near tragic figure of the wife Tomo, whose passionate heart was always, until that final day, held in check by an old-fashioned code.In a series of colorful, unforgettable scenes, Enchi brilliantly handles the human interplay within the ill-fated Shirakawa family. Japan's leading woman novelist and a member of the prestigious Art Academy, she combines a graceful, evocative style that consciously echoes the Tale of Genji with keen insight and an impressive ability to develop her characters over a long period of time. Her work is rooted deep in the female psychology, and it is her women above all-so clearly differentiated yet all so utterly feminine-who live in the memory. With The Waiting Years, a new and important literary figure makes her debut in the Western world.","['Fiction', 'Classics', 'Humor', 'Novels', 'European Literature', 'British Literature', 'Writing', 'Journalism', 'Literature', 'Literature', 'Humor', 'Comedy', 'Cultural', 'Africa']",1019.0
575,600,Great American Short Stories,H. Bodden,3.97,66.0,/book/show/3827965-great-american-short-stories,"Featuring 19 of the finest works in the American short-story tradition, this compilation includes: ""The Tell-Tale Heart"" by Edgar Allan Poe, ""Bartleby"" by Herman Melville, ""To Build a Fire"" by Jack London, ""Bernice Bobs Her Hair"" by F. Scott Fitzgerald, ""The Killers"" by Ernest Hemingway, plus stories by Hawthorne, Twain, Cather, and others.","['Short Stories', 'Classics']",2.0
576,601,Five Little Monkeys Jumping on the Bed,Eileen Christelow,4.12,29375.0,/book/show/1767779.Five_Little_Monkeys_Jumping_on_the_Bed,"As soon as they say good night to Mama, the five little monkeys start to jump on their bed. But trouble lies ahead as, one by one, they fall off and hurt themselves.","['Childrens', 'Childrens', 'Picture Books', 'Childrens', 'Storytime', 'Fiction', 'Childrens', 'Nursery Rhymes', 'Mathematics', 'Number', 'Kids', 'Animals', 'Music', 'Poetry']",763.0
577,602,The Cat Ate My Gymsuit,Paula Danziger,3.83,8576.0,/book/show/131845.The_Cat_Ate_My_Gymsuit,"Marcy Lewis is bored by school, she knows she's never going to be thin, and she is dead sure she'll never have a date. Life at home isn't great either, since her father bosses her and her mother around. Then along comes Ms. Finney, an English teacher who'll try anything in the classroom and actually treats kids like human beings. Now that she's found a teacher who sees Marcy as more than a name on an attendance sheet, Marcy realizes her life could mean something. When Ms. Finney is suspended, Marcy knows she's got to take a stand. But is this new independence worth the price she'll pay at school and at home?--back cover","['Young Adult', 'Fiction', 'Childrens', 'Childrens', 'Middle Grade', 'Realistic Fiction', 'Childrens', 'Juvenile', 'Young Adult', 'Coming Of Age', 'Academic', 'School', 'Classics', 'Young Adult', 'Teen']",370.0
578,603,Nevada,Imogen Binnie,4.01,3759.0,/book/show/17313660-nevada,"Nevada is the darkly comedic story of Maria Griffiths, a young trans woman living in New York City and trying to stay true to her punk values while working retail. When she finds out her girlfriend has lied to her, the world she thought she'd carefully built for herself begins to unravel, and Maria sets out on a journey that will most certainly change her forever.","['Fiction', 'GLBT', 'Queer', 'LGBT', 'LGBT', 'Transgender', 'Contemporary', 'Gender', 'Novels', 'Queer', 'Queer Lit', 'Adult', 'LGBT', 'Gay']",550.0
579,605,The Elephant Man: A Study in Human Dignity,Ashley Montagu,3.86,190.0,/book/show/156379.The_Elephant_Man,"The Elephant Man is a 138-page softcover book whose first edition inspired the movie and the Tony Award-winning play by the same name. This fascinating story, which has touched the hearts of readers throughout the world for over a century, is now complete with the publication of this, the Third Edition. Illustrated with photos and drawings of The Elephant Man.","['Nonfiction', 'Biography', 'History', 'Psychology', 'Health', 'Anthropology']",19.0
580,606,Dreaming in Cuban,Cristina García,3.69,9992.0,/book/show/77092.Dreaming_in_Cuban,"Here is the dreamy and bittersweet story of a family divided by politics and geography by the Cuban revolution. It is the family story of Celia del Pino, and her husband, daughter and grandchildren, from the mid-1930s to 1980. Celia's story mirrors the magical realism of Cuba itself, a country of beauty and poverty, idealism and corruption. DREAMING IN CUBAN presents a unique vision and a haunting lamentation for a past that might have been.","['Fiction', 'Historical', 'Historical Fiction', 'Magical Realism', 'Cultural', 'Latin American', 'Contemporary', 'Academic', 'School', 'Novels', 'Literature', 'Literary Fiction', 'Adult']",734.0
581,607,Babe Ruth: Legends in Sports,Matt Christopher,4.25,40.0,/book/show/263769.Babe_Ruth,"In a career that spanned over thirty years, George Herman ""Babe"" Ruth changed the way the sport of baseball was played. He was the first true power hitter, a strong pitcher, and in the outfield made some amazing game-saving catches. His love of the sport shined through in the way he laughed while jogging around the bases, in how he kidded and horsed around with teammates, and in his overall determination to win. But there was a darker side to Babe, one that nearly ruined his career - and his life. In the end, however, Ruth managed to overcome his personal demons, recapture his health, and go on to lead his beloved Yankees to championship status. Simply put, there has never been another player like the Babe. This comprehensive biography of one of baseball's most memorable legends also comes with photos.","['Sports', 'Sports']",9.0
